wave, transm
3202.2116903633487, 0.27135890416335506
3211.130858346498, 0.2869530908443695
3263.773696682464, 0.33789722061409677
3316.4165350184303, 0.38358485164906453
3391.6205897840964, 0.4286247624607916
3489.3858609794624, 0.47137429719466606
3602.191943127962, 0.5125695369457283
3730.0388362295944, 0.5564540093383935
3880.4469457609266, 0.5996633839102415
4045.8958662453924, 0.6430980073417741
4211.344786729858, 0.6802606720556957
4376.793707214323, 0.712764167436535
4542.242627698789, 0.739533300561273
4707.691548183255, 0.7620016619939348
4873.14046866772, 0.7810652458370365
5038.5893891521855, 0.7961864556290685
5204.038309636651, 0.8068276949085211
5369.487230121116, 0.8138849577779106
5534.936150605582, 0.8191502324422683
5700.385071090048, 0.8167099578249897
5865.833991574513, 0.8255592088994108
6031.282912058978, 0.8331540682303098
6196.731832543444, 0.8445121027917751
6251.1848341232235, 0.8502611704754709
6290.679304897316, 0.8233624104219611
6314.375987361769, 0.8482169432097311
6362.180753027909, 0.855332540891731
6527.629673512376, 0.8749337211963423
6693.078593996841, 0.8916677203729027
6819.905213270144, 0.9022564998250141
6847.246906266457, 0.8891779749911962
6867.298578199052, 0.8587978635372
6881.088730911006, 0.7881686531104417
6914.691943127962, 0.8484655212452451
6946.287519747237, 0.8878160784198286
7023.976434965773, 0.8964639074455167
7127.962085308058, 0.8961728794821726
7189.4253554502375, 0.8825549083160354
7206.951026856241, 0.8547977196236005
7278.041074249606, 0.8776014836183803
7354.874275934702, 0.8991097086720927
7443.91785150079, 0.917007643774592
7512.802790942602, 0.9222738314651822
7586.09794628752, 0.9232776976440689
7586.09794628752, 0.6976048197972781
7617.693522906793, 0.3622141761437041
7649.289099526068, 0.5527034496743953
7696.682464454978, 0.9109011280863742
7776.016982622434, 0.9324358766791283
7941.465903106899, 0.9308915961643656
8067.930489731438, 0.9276180009746875
8106.9148235913635, 0.9132194218043177
8170.616113744076, 0.8945342269059556
8225.908372827806, 0.8883459421271083
8272.36374407583, 0.9062991766744599
8344.39178515008, 0.9256620843268277
8437.812664560295, 0.9377274791322803
8603.26158504476, 0.9487271160527393
8768.710505529227, 0.9505876131275368
8896.55739863086, 0.9388134296464195
8936.808846761454, 0.9114146379755281
8968.404423380727, 0.8865830005331343
9000, 0.863821756465482
9055.29225908373, 0.9052525193056822
9078.988941548185, 0.865924857476475
9118.483412322275, 0.8742227847935656
9142.18009478673, 0.8514582699622881
9189.57345971564, 0.8763226150409336
9205.371248025276, 0.9115258439387843
9242.496050552923, 0.8960833576596376
9287.618483412323, 0.8542143176042309
9315.955766192734, 0.7500809513997231
9355.450236966826, 0.6300144894828594
9387.045813586099, 0.6507315062847723
9379.146919431281, 0.7376847572602774
9410.742496050554, 0.8163727885549439
9442.338072669827, 0.7170069896218669
9508.718404423382, 0.767179403837914
9554.592877830437, 0.8039610375053012
9568.72037914692, 0.8371421375748596
9631.911532385468, 0.8288867301848961
9655.60821484992, 0.8620228364716309
9695.102685624013, 0.9117286312835458
9758.29383886256, 0.8972620437693588
9805.68720379147, 0.9283375689722279
9881.730516061085, 0.9497940992351666
9979.495787256452, 0.9589737215947807
10502.0, 0.96
