col0 col1
640.0 1.1083557798840114e-05
641.0 9.369400689463425e-06
642.0 1.1866437317984928e-05
643.0 1.582310174748268e-05
644.0 2.214156437485936e-05
645.0 3.473935972992144e-05
646.0 5.1687716673755465e-05
647.0 8.360284697329914e-05
648.0 0.0001462916993337211
649.0 0.0002930737214064294
650.0 0.0007995334742972734
651.0 0.003077507581428556
652.0 0.018561929904034605
653.0 0.1288502144101483
654.0 0.3745932380245883
655.0 0.5963312138927073
656.0 0.734166969438558
657.0 0.750457716191138
658.0 0.7513282281186353
659.0 0.7526983762108815
660.0 0.7543718981488484
661.0 0.7544525029413515
662.0 0.7534693847641545
663.0 0.7510755903501509
664.0 0.7513119861225199
665.0 0.7520513834916237
666.0 0.7487434850033916
667.0 0.7311157610377184
668.0 0.5515674852509019
669.0 0.31900989353027437
670.0 0.0915325386875595
671.0 0.014017527171597865
672.0 0.003091775746970276
673.0 0.0011911918160989567
674.0 0.0006177090631278635
675.0 0.00036523208653483627
676.0 0.0002300445914480942
677.0 0.0001398809696579219
678.0 8.385105370454665e-05
679.0 4.946508402820919e-05
