# wavelength,transmittance
8.000000000000000000e+02,8.662034219214489038e-06
8.010000000000000000e+02,7.679782130564500781e-06
8.020000000000000000e+02,7.687750936801088407e-06
8.030000000000000000e+02,7.814419851264340559e-06
8.040000000000000000e+02,7.879297085085487231e-06
8.050000000000000000e+02,7.793211503317531576e-06
8.060000000000000000e+02,8.079670006069349713e-06
8.070000000000000000e+02,8.217119523603812783e-06
8.080000000000000000e+02,8.643153670225234921e-06
8.090000000000000000e+02,8.557563941881273813e-06
8.100000000000000000e+02,9.085034864464800535e-06
8.110000000000000000e+02,9.132398099149403056e-06
8.120000000000000000e+02,1.044231495734838370e-05
8.130000000000000000e+02,1.120627899154487034e-05
8.140000000000000000e+02,1.302544026064209055e-05
8.150000000000000000e+02,1.509003942528927077e-05
8.160000000000000000e+02,1.612324811109027824e-05
8.170000000000000000e+02,1.659842480282184828e-05
8.180000000000000000e+02,1.822445939882033622e-05
8.190000000000000000e+02,2.220690985446507562e-05
8.200000000000000000e+02,2.590862513313962662e-05
8.210000000000000000e+02,3.203476423994830154e-05
8.220000000000000000e+02,3.944824068787339879e-05
8.230000000000000000e+02,4.657311399897958414e-05
8.240000000000000000e+02,6.492889694812203005e-05
8.250000000000000000e+02,8.742471286873749179e-05
8.260000000000000000e+02,1.197733528201769845e-04
8.270000000000000000e+02,1.732655585048301951e-04
8.280000000000000000e+02,2.487185785822546838e-04
8.290000000000000000e+02,3.808120648817023995e-04
8.300000000000000000e+02,6.164292281762805397e-04
8.310000000000000000e+02,1.017455358725132724e-03
8.320000000000000000e+02,1.754412433498742877e-03
8.330000000000000000e+02,3.268901714104616423e-03
8.340000000000000000e+02,6.306822884015504151e-03
8.350000000000000000e+02,1.302377488045529039e-02
8.360000000000000000e+02,2.677779039554075216e-02
8.370000000000000000e+02,5.319611191818817558e-02
8.380000000000000000e+02,9.840788077488728247e-02
8.390000000000000000e+02,1.674494636320544572e-01
8.400000000000000000e+02,2.570649582192614524e-01
8.410000000000000000e+02,3.571905127250906142e-01
8.420000000000000000e+02,4.556875469880938834e-01
8.430000000000000000e+02,5.379396566383014555e-01
8.440000000000000000e+02,5.942374705290897063e-01
8.450000000000000000e+02,6.260797333345243798e-01
8.460000000000000000e+02,6.389075156829929769e-01
8.470000000000000000e+02,6.422012859029381238e-01
8.480000000000000000e+02,6.414764889451191054e-01
8.490000000000000000e+02,6.394007523908680213e-01
8.500000000000000000e+02,6.359987532207573846e-01
8.510000000000000000e+02,6.319545320500232766e-01
8.520000000000000000e+02,6.278800313975337888e-01
8.530000000000000000e+02,6.247360455864745532e-01
8.540000000000000000e+02,6.227512607831880986e-01
8.550000000000000000e+02,6.227625919763101203e-01
8.560000000000000000e+02,6.230251695339733553e-01
8.570000000000000000e+02,6.238426206801942486e-01
8.580000000000000000e+02,6.242414609132914682e-01
8.590000000000000000e+02,6.240348695307280646e-01
8.600000000000000000e+02,6.230485427844929536e-01
8.610000000000000000e+02,6.216298702925618924e-01
8.620000000000000000e+02,6.188867779214899389e-01
8.630000000000000000e+02,6.159244263239083139e-01
8.640000000000000000e+02,6.128836812153584113e-01
8.650000000000000000e+02,6.094344470469842401e-01
8.660000000000000000e+02,6.055991334458559194e-01
8.670000000000000000e+02,6.018548675599119102e-01
8.680000000000000000e+02,5.984129723525731803e-01
8.690000000000000000e+02,5.955692205135491024e-01
8.700000000000000000e+02,5.932630435366066379e-01
8.710000000000000000e+02,5.912063696558289561e-01
8.720000000000000000e+02,5.890659963112997444e-01
8.730000000000000000e+02,5.870198802375962144e-01
8.740000000000000000e+02,5.845237610902921377e-01
8.750000000000000000e+02,5.814205881348821769e-01
8.760000000000000000e+02,5.758337428756555854e-01
8.770000000000000000e+02,5.637240111261141440e-01
8.780000000000000000e+02,5.382742166482356039e-01
8.790000000000000000e+02,4.963930450010353157e-01
8.800000000000000000e+02,4.361505969008253047e-01
8.810000000000000000e+02,3.611484930149140848e-01
8.820000000000000000e+02,2.780422091155286268e-01
8.830000000000000000e+02,1.966205704197495907e-01
8.840000000000000000e+02,1.261369973194405580e-01
8.850000000000000000e+02,7.532736115382483721e-02
8.860000000000000000e+02,4.225726996372369815e-02
8.870000000000000000e+02,2.310960239513804373e-02
8.880000000000000000e+02,1.257568328604260523e-02
8.890000000000000000e+02,6.921791339560393747e-03
8.900000000000000000e+02,3.978110779008882554e-03
8.910000000000000000e+02,2.399353197536035175e-03
8.920000000000000000e+02,1.488564212729630298e-03
8.930000000000000000e+02,9.403442297149569844e-04
8.940000000000000000e+02,6.079980550792366380e-04
8.950000000000000000e+02,4.033508558276581641e-04
8.960000000000000000e+02,2.734250342565781975e-04
8.970000000000000000e+02,1.942124407797553363e-04
8.980000000000000000e+02,1.327839954603327684e-04
8.990000000000000000e+02,8.946325930989004185e-05
9.000000000000000000e+02,7.481385615079434660e-05
9.010000000000000000e+02,5.686801011471693721e-05
9.020000000000000000e+02,5.637866721728899521e-05
9.030000000000000000e+02,4.772220549310585684e-05
9.040000000000000000e+02,3.438757127185524125e-05
9.050000000000000000e+02,2.024002764048162174e-05
9.060000000000000000e+02,1.783688541179977272e-05
9.070000000000000000e+02,1.961080245939567540e-05
9.080000000000000000e+02,1.361048642372243943e-05
9.090000000000000000e+02,-1.091664149839450664e-05
9.100000000000000000e+02,-3.115281499412058709e-05
9.110000000000000000e+02,-2.413950274397551871e-06
9.120000000000000000e+02,1.463533611316419427e-06
9.130000000000000000e+02,7.566383647204687803e-06
9.140000000000000000e+02,-9.444172537421737646e-06
9.150000000000000000e+02,-1.600338789692331429e-05
9.160000000000000000e+02,2.731413807040019360e-06
9.170000000000000000e+02,6.051754718199665655e-06
9.180000000000000000e+02,1.174451984536454757e-05
9.190000000000000000e+02,2.500142523399153971e-05
