col0 col1
360.0 3.517160924741264e-06
361.0 3.971068133915059e-06
362.0 3.891985031496298e-06
363.0 3.808277077287481e-06
364.0 4.199239805237055e-06
365.0 4.393899088121956e-06
366.0 4.406247994351729e-06
367.0 4.376370054644569e-06
368.0 4.656176411301062e-06
369.0 4.452365346376462e-06
370.0 5.096796739097922e-06
371.0 5.1227658845930076e-06
372.0 5.027897191499662e-06
373.0 6.014666747581113e-06
374.0 7.450781700826051e-06
375.0 9.051739165342392e-06
376.0 1.2158141178079208e-05
377.0 1.636780817364209e-05
378.0 2.1619852141924075e-05
379.0 2.8750830437837424e-05
380.0 3.7479441265733485e-05
381.0 4.754137328533406e-05
382.0 6.146634814419416e-05
383.0 8.385550964947185e-05
384.0 0.00013074837500253136
385.0 0.0003144561652220398
386.0 0.001973947321424676
387.0 0.021355920658133732
388.0 0.10975538038169126
389.0 0.27444305590812146
390.0 0.41996469759365107
391.0 0.478005923492092
392.0 0.4908080218813498
393.0 0.49749630158505026
394.0 0.5036706491799595
395.0 0.5091979258055702
396.0 0.5153637756629903
397.0 0.5120460592053961
398.0 0.4468872476184233
399.0 0.29220486924287237
400.0 0.11569597766333374
401.0 0.024470610638797918
402.0 0.0034912231598045788
403.0 0.0006803234116006867
404.0 0.00021583859436349515
405.0 9.726286528802117e-05
406.0 5.476621857893169e-05
407.0 3.548956712023297e-05
408.0 2.4342205410668043e-05
409.0 1.811201403152398e-05
410.0 1.3561373901441353e-05
411.0 1.1421366524545033e-05
412.0 1.0099328508948979e-05
413.0 8.701806847678449e-06
414.0 7.948165809527952e-06
415.0 7.83682588452856e-06
416.0 7.661515578864466e-06
417.0 7.875838269469018e-06
418.0 7.565183290101795e-06
419.0 7.915257994239199e-06
420.0 7.341335811535478e-06
421.0 7.892459670803064e-06
422.0 7.046210896317639e-06
423.0 7.398097758009795e-06
424.0 8.015637119239602e-06
