3800.0 5.255022122633085e-06
3810.0 5.134072666687695e-06
3820.0 6.178713814067111e-06
3830.0 6.994422804627332e-06
3840.0 8.355349904090511e-06
3850.0 1.0057981842393125e-05
3860.0 1.3764186226421835e-05
3870.0 1.848039770248946e-05
3880.0 2.5478246683841234e-05
3890.0 3.801329169651974e-05
3900.0 5.9464101669222634e-05
3910.0 8.979192219501012e-05
3920.0 0.00014799876962847246
3930.0 0.0002773890503377749
3940.0 0.0005970102304388475
3950.0 0.0014601053120868097
3960.0 0.004266813451575419
3970.0 0.015439916114176526
3980.0 0.06278704101073429
3990.0 0.21926605268088362
4000.0 0.4548636942004634
4010.0 0.535587817095301
4020.0 0.5395755756177446
4030.0 0.5503350125564599
4040.0 0.5598937858868919
4050.0 0.5639283825424949
4060.0 0.5678272962622289
4070.0 0.5723056088879377
4080.0 0.5764673536535664
4090.0 0.5798506331600827
4100.0 0.5834061297017915
4110.0 0.5873407502664433
4120.0 0.5900920838558311
4130.0 0.5918138976012604
4140.0 0.5928102443305772
4150.0 0.5945165341726021
4160.0 0.5976691468761214
4170.0 0.596957027106248
4180.0 0.5501938069260106
4190.0 0.3849151901043509
4200.0 0.1769218908073449
4210.0 0.06206771794467074
4220.0 0.022023861873462156
4230.0 0.008670753932626127
4240.0 0.0037387342459011667
4250.0 0.0017726026074153852
4260.0 0.0008949915761146913
4270.0 0.0004811665126858113
4280.0 0.0002755285247093138
4290.0 0.00016605529553486543
4300.0 0.00010530972532139584
4310.0 6.919064201058001e-05
4320.0 4.800589649640766e-05
4330.0 3.511842340938756e-05
4340.0 2.7069880948026012e-05
4350.0 2.1799541247189312e-05
4360.0 1.788377111780586e-05
4370.0 1.5703659477569652e-05
4380.0 1.354227924347177e-05
4390.0 1.2940699852768582e-05
