col0 col1
495.0 5.789123270331564e-05
496.0 8.314578388092067e-05
497.0 0.0001355240872771912
498.0 0.00026973924885982306
499.0 0.0006807301368416314
500.0 0.0024599568489561126
501.0 0.014003819448388494
502.0 0.09310959913506521
503.0 0.3487486965015619
504.0 0.5504736981557236
505.0 0.624601548551777
506.0 0.6279330618475928
507.0 0.6256653935960178
508.0 0.6254921144492549
509.0 0.6317754687982041
510.0 0.6384551796865526
511.0 0.6432127196517282
512.0 0.6458498404485625
513.0 0.6460793946690329
514.0 0.6439754569371187
515.0 0.642233611491887
516.0 0.6405116613514847
517.0 0.6409906868699582
518.0 0.6412007475312299
519.0 0.642763459228158
520.0 0.6431148285093766
521.0 0.6383631434555086
522.0 0.612059101551337
523.0 0.468700078993996
524.0 0.23253211096996518
525.0 0.07353300314037517
526.0 0.014529257168629591
527.0 0.0034135843411170538
528.0 0.001087162891365656
529.0 0.00042841853595092336
530.0 0.00018875397640638096
531.0 8.506318906436226e-05
532.0 4.8067229064503957e-05
533.0 3.1083179762626246e-05
534.0 2.0067567510756453e-05
